"lj.py","--particles_per_core=1000 --volume_fraction=0.50",1,1,2.728e-04,3.131e-07,5000,0.0,""
"p3m.py","--particles_per_core=1000 --volume_fraction=0.25",1,1,1.365e-03,1.445e-06,500,0.0,""
"lj.py","--particles_per_core=1000 --volume_fraction=0.50",2,1,3.903e-04,3.398e-07,5000,0.0,""
"p3m.py","--particles_per_core=1000 --volume_fraction=0.25",2,1,1.704e-03,2.510e-06,500,0.1,""
"lj.py","--particles_per_core=1000 --volume_fraction=0.50",4,1,4.601e-04,5.332e-07,5000,0.0,""
"p3m.py","--particles_per_core=1000 --volume_fraction=0.25",4,1,2.215e-03,3.919e-06,500,0.1,""
"lj.py","--particles_per_core=1000 --volume_fraction=0.50",8,1,6.313e-04,2.879e-06,5000,0.0,""
"p3m.py","--particles_per_core=1000 --volume_fraction=0.25",8,1,3.241e-03,1.099e-05,500,0.1,""
